application_id: 1	name: MCS_distance_20.0_sigmaloc1_10.0_sigmaloc2_10.0_sigmasigmaloc1_2.0_sigmasigmaloc2_2.0_frames_10_numberofspots_1000_sample-heterogeneity_0_repeat_1.txt	filepath: /Volumes/blank	nr_pixels_x: 512	nr_pixels_y: 512	pixel_size: 159.0	nr_spots: 1046	box_size: 12	nr_channels: 2	nr_frames: 10	nr_slices: 1	nr_pos: 400	location_units: NM	intensity_units: PHOTONS	fit_mode: 1	is_track: false	has_Z: false
molecule	frame	slice	channel	pos	x_position	y_position	x(nm)	y(nm)	intensity	background	width	a	theta	sigma	int_ratio	alt_sigma	intensity_aperture	background_aperture
234	4	1	2	12	1	1	12522.1298312	12495.7444348	1	1	1	1	1	10.3700452447	1	1	1	1
235	5	1	2	12	1	1	12517.4959138	12513.4789215	1	1	1	1	1	10.1167349655	1	1	1	1
236	6	1	2	12	1	1	12520.4715043	12494.731155	1	1	1	1	1	6.07825946017	1	1	1	1
237	7	1	2	12	1	1	12529.6066175	12498.4016035	1	1	1	1	1	8.29080480527	1	1	1	1
238	8	1	2	12	1	1	12514.4025135	12503.6010626	1	1	1	1	1	10.0716177351	1	1	1	1
239	9	1	2	12	1	1	12526.3079083	12492.3665192	1	1	1	1	1	7.6913222747	1	1	1	1
240	10	1	2	12	1	1	12515.9781954	12490.5776506	1	1	1	1	1	8.72113371723	1	1	1	1
241	1	1	1	13	1	1	12497.0294653	12492.5318817	1	1	1	1	1	8.49428245318	1	1	1	1
242	2	1	1	13	1	1	12501.9453288	12502.3810301	1	1	1	1	1	8.36817692951	1	1	1	1
243	3	1	1	13	1	1	12509.6453145	12512.0593903	1	1	1	1	1	9.34248326966	1	1	1	1
244	4	1	1	13	1	1	12498.890426	12514.7065181	1	1	1	1	1	10.4618558048	1	1	1	1
245	5	1	1	13	1	1	12504.6592101	12490.6982492	1	1	1	1	1	12.0253881484	1	1	1	1
246	6	1	1	13	1	1	12478.7115648	12526.4117817	1	1	1	1	1	9.88596740382	1	1	1	1
247	7	1	1	13	1	1	12518.3181312	12501.6181714	1	1	1	1	1	8.00712928737	1	1	1	1
248	8	1	1	13	1	1	12518.4990094	12509.9343544	1	1	1	1	1	10.2782980334	1	1	1	1
249	9	1	1	13	1	1	12499.7189161	12511.7712678	1	1	1	1	1	9.50123285238	1	1	1	1
250	10	1	1	13	1	1	12494.3795261	12502.4377345	1	1	1	1	1	11.9538134675	1	1	1	1
251	1	1	2	13	1	1	12525.8917615	12491.7647875	1	1	1	1	1	6.19403893696	1	1	1	1
252	2	1	2	13	1	1	12526.5056845	12498.4699081	1	1	1	1	1	7.56393068828	1	1	1	1
253	3	1	2	13	1	1	12504.0049724	12507.575791	1	1	1	1	1	7.32943886858	1	1	1	1
254	4	1	2	13	1	1	12553.1148131	12507.8198377	1	1	1	1	1	13.71072081	1	1	1	1
255	5	1	2	13	1	1	12513.0182214	12510.3792936	1	1	1	1	1	9.36715679039	1	1	1	1
256	6	1	2	13	1	1	12535.1287892	12502.6369816	1	1	1	1	1	12.6156035267	1	1	1	1
257	7	1	2	13	1	1	12504.5683894	12494.0708113	1	1	1	1	1	9.19214500084	1	1	1	1
258	8	1	2	13	1	1	12526.1902152	12488.7892515	1	1	1	1	1	11.161100812	1	1	1	1
259	9	1	2	13	1	1	12521.5521018	12498.9738361	1	1	1	1	1	8.89428286002	1	1	1	1
260	10	1	2	13	1	1	12504.4710498	12498.6275078	1	1	1	1	1	10.1799407872	1	1	1	1
261	1	1	1	14	1	1	12504.9535204	12500.4147833	1	1	1	1	1	11.5854786947	1	1	1	1
262	2	1	1	14	1	1	12489.9851172	12517.826599	1	1	1	1	1	13.6078847468	1	1	1	1
263	3	1	1	14	1	1	12506.597065	12485.7433326	1	1	1	1	1	14.0448239123	1	1	1	1
264	4	1	1	14	1	1	12481.8057735	12493.3107881	1	1	1	1	1	9.09454999785	1	1	1	1
265	5	1	1	14	1	1	12498.0371712	12503.3028734	1	1	1	1	1	10.6983712074	1	1	1	1
266	6	1	1	14	1	1	12489.1918755	12493.3483333	1	1	1	1	1	10.5026526308	1	1	1	1
267	7	1	1	14	1	1	12490.9177906	12496.6445498	1	1	1	1	1	9.09263944408	1	1	1	1
268	8	1	1	14	1	1	12509.0274278	12508.7939408	1	1	1	1	1	9.2085484701	1	1	1	1
269	9	1	1	14	1	1	12491.4162656	12501.9118992	1	1	1	1	1	11.3898968147	1	1	1	1
270	10	1	1	14	1	1	12505.7532153	12512.3811834	1	1	1	1	1	9.40837564795	1	1	1	1
271	1	1	2	14	1	1	12508.7988072	12493.4599525	1	1	1	1	1	13.1248119707	1	1	1	1
272	2	1	2	14	1	1	12519.7671277	12508.2911456	1	1	1	1	1	7.94441782969	1	1	1	1
273	3	1	2	14	1	1	12524.817424	12502.1922839	1	1	1	1	1	12.5549935704	1	1	1	1
274	4	1	2	14	1	1	12523.9689081	12487.8779086	1	1	1	1	1	7.22414119911	1	1	1	1
275	5	1	2	14	1	1	12524.0105902	12527.3704258	1	1	1	1	1	14.9637126516	1	1	1	1
276	6	1	2	14	1	1	12535.0931541	12493.4358003	1	1	1	1	1	10.2667196495	1	1	1	1
277	7	1	2	14	1	1	12522.4759823	12489.2202885	1	1	1	1	1	8.83633722568	1	1	1	1
278	8	1	2	14	1	1	12527.5023676	12480.8676101	1	1	1	1	1	10.0050867698	1	1	1	1
279	9	1	2	14	1	1	12531.9894101	12507.1355421	1	1	1	1	1	11.50130687	1	1	1	1
280	10	1	2	14	1	1	12521.671454	12487.1575931	1	1	1	1	1	9.5735239248	1	1	1	1
281	1	1	1	15	1	1	12496.6323182	12499.0880012	1	1	1	1	1	9.00437101766	1	1	1	1
282	2	1	1	15	1	1	12487.1230265	12503.2654847	1	1	1	1	1	9.11363044065	1	1	1	1
283	3	1	1	15	1	1	12504.4873441	12500.4966966	1	1	1	1	1	9.08115283948	1	1	1	1
284	4	1	1	15	1	1	12470.3352647	12509.4839185	1	1	1	1	1	9.71726278066	1	1	1	1
285	5	1	1	15	1	1	12493.7146479	12492.3280011	1	1	1	1	1	8.76901128354	1	1	1	1
286	6	1	1	15	1	1	12485.6672285	12505.3677352	1	1	1	1	1	9.09659889565	1	1	1	1
287	7	1	1	15	1	1	12512.8103839	12485.0316082	1	1	1	1	1	10.9773013996	1	1	1	1
288	8	1	1	15	1	1	12524.7219522	12500.0721702	1	1	1	1	1	14.5280960693	1	1	1	1
289	9	1	1	15	1	1	12508.8983485	12498.899125	1	1	1	1	1	8.13732733267	1	1	1	1
290	10	1	1	15	1	1	12499.5020353	12493.9516592	1	1	1	1	1	9.93272810357	1	1	1	1
291	1	1	2	15	1	1	12537.8884083	12493.7036943	1	1	1	1	1	14.1882354346	1	1	1	1
292	2	1	2	15	1	1	12527.4459059	12499.5179045	1	1	1	1	1	10.5370395563	1	1	1	1
293	3	1	2	15	1	1	12519.2692343	12519.3418848	1	1	1	1	1	14.3388044513	1	1	1	1
294	4	1	2	15	1	1	12534.3136882	12526.9354517	1	1	1	1	1	13.3823057108	1	1	1	1
295	5	1	2	15	1	1	12537.8212805	12518.1533353	1	1	1	1	1	12.5949686549	1	1	1	1
296	6	1	2	15	1	1	12507.58301	12502.7075076	1	1	1	1	1	11.911039902	1	1	1	1
297	7	1	2	15	1	1	12506.6217544	12501.2827025	1	1	1	1	1	8.7066560683	1	1	1	1
298	8	1	2	15	1	1	12506.5301265	12482.3327553	1	1	1	1	1	11.0987946569	1	1	1	1
299	9	1	2	15	1	1	12516.1378236	12499.6734555	1	1	1	1	1	8.34111803368	1	1	1	1
300	10	1	2	15	1	1	12530.3352712	12513.3733232	1	1	1	1	1	10.1927212905	1	1	1	1
301	1	1	1	16	1	1	12487.5153714	12491.8237237	1	1	1	1	1	10.8139077304	1	1	1	1
302	2	1	1	16	1	1	12494.7422323	12505.7534609	1	1	1	1	1	7.1825916016	1	1	1	1
303	3	1	1	16	1	1	12492.3063252	12490.7207968	1	1	1	1	1	9.44703243419	1	1	1	1
304	4	1	1	16	1	1	12493.5500319	12507.4073774	1	1	1	1	1	8.16507539748	1	1	1	1
305	5	1	1	16	1	1	12500.5180822	12505.1693833	1	1	1	1	1	8.10002518487	1	1	1	1
306	6	1	1	16	1	1	12486.8435919	12492.3791503	1	1	1	1	1	10.9968855215	1	1	1	1
307	7	1	1	16	1	1	12490.3926321	12482.3090358	1	1	1	1	1	12.0345403915	1	1	1	1
308	8	1	1	16	1	1	12519.5100372	12481.2238079	1	1	1	1	1	10.8764126489	1	1	1	1
309	9	1	1	16	1	1	12505.2629964	12486.3107917	1	1	1	1	1	10.0189530337	1	1	1	1
310	10	1	1	16	1	1	12503.5407919	12517.9549291	1	1	1	1	1	8.84256265055	1	1	1	1
311	1	1	2	16	1	1	12503.9864965	12501.3693616	1	1	1	1	1	10.231054104	1	1	1	1
312	2	1	2	16	1	1	12506.9825456	12502.1940494	1	1	1	1	1	7.7204592104	1	1	1	1
313	3	1	2	16	1	1	12509.7872736	12496.4378695	1	1	1	1	1	10.4919976234	1	1	1	1
314	4	1	2	16	1	1	12512.06484	12514.3107616	1	1	1	1	1	10.0693907552	1	1	1	1
315	5	1	2	16	1	1	12514.1990916	12505.3193523	1	1	1	1	1	10.5628409287	1	1	1	1
316	6	1	2	16	1	1	12525.8110954	12492.4679271	1	1	1	1	1	8.21706408153	1	1	1	1
317	7	1	2	16	1	1	12526.5492677	12505.2218751	1	1	1	1	1	7.96287423019	1	1	1	1
318	8	1	2	16	1	1	12530.2033807	12497.6186877	1	1	1	1	1	8.53556865453	1	1	1	1
319	9	1	2	16	1	1	12506.6437341	12513.5462827	1	1	1	1	1	11.8833279286	1	1	1	1
320	10	1	2	16	1	1	12524.4434648	12495.088441	1	1	1	1	1	9.23549572446	1	1	1	1
321	1	1	1	17	1	1	12494.1644609	12512.8221011	1	1	1	1	1	10.0202063145	1	1	1	1
322	2	1	1	17	1	1	12498.118549	12496.7532459	1	1	1	1	1	8.68086456554	1	1	1	1
323	3	1	1	17	1	1	12512.7943684	12481.5813511	1	1	1	1	1	15.5522185203	1	1	1	1
324	4	1	1	17	1	1	12486.1213341	12500.9902801	1	1	1	1	1	10.7803282603	1	1	1	1
325	5	1	1	17	1	1	12501.8419816	12504.9392756	1	1	1	1	1	7.60270764606	1	1	1	1
326	6	1	1	17	1	1	12490.6509953	12495.6786454	1	1	1	1	1	9.41080987418	1	1	1	1
327	7	1	1	17	1	1	12501.1463689	12497.1996677	1	1	1	1	1	7.27743818685	1	1	1	1
328	8	1	1	17	1	1	12501.1034489	12504.8543074	1	1	1	1	1	8.5230223013	1	1	1	1
329	9	1	1	17	1	1	12497.6308477	12501.8076109	1	1	1	1	1	9.63922396474	1	1	1	1
330	10	1	1	17	1	1	12497.1351644	12502.4262326	1	1	1	1	1	7.88742139463	1	1	1	1
331	1	1	2	17	1	1	12525.1101824	12515.0320361	1	1	1	1	1	7.60426804041	1	1	1	1
332	2	1	2	17	1	1	12544.946162	12507.9465392	1	1	1	1	1	9.2050798505	1	1	1	1
333	3	1	2	17	1	1	12529.5146998	12481.8640334	1	1	1	1	1	12.0980580573	1	1	1	1
334	4	1	2	17	1	1	12519.5146738	12502.3909311	1	1	1	1	1	10.0740887172	1	1	1	1
335	5	1	2	17	1	1	12529.2196805	12505.2146323	1	1	1	1	1	10.6896957737	1	1	1	1
336	6	1	2	17	1	1	12520.129617	12492.2154156	1	1	1	1	1	11.0901295562	1	1	1	1
337	7	1	2	17	1	1	12540.4530453	12496.5213469	1	1	1	1	1	11.8758494663	1	1	1	1
338	8	1	2	17	1	1	12530.6964713	12496.9602394	1	1	1	1	1	11.5364682207	1	1	1	1
339	9	1	2	17	1	1	12526.1239986	12502.742566	1	1	1	1	1	11.7722566957	1	1	1	1
340	10	1	2	17	1	1	12530.5273694	12517.999321	1	1	1	1	1	9.62180198806	1	1	1	1
341	1	1	1	18	1	1	12513.7972029	12499.2484314	1	1	1	1	1	8.35365343061	1	1	1	1
342	2	1	1	18	1	1	12499.7641785	12479.9901514	1	1	1	1	1	10.5989590147	1	1	1	1
343	3	1	1	18	1	1	12489.5609893	12485.1724143	1	1	1	1	1	8.85789303726	1	1	1	1
344	4	1	1	18	1	1	12497.6209202	12496.6228253	1	1	1	1	1	8.88779313738	1	1	1	1
345	5	1	1	18	1	1	12481.3632418	12503.3703395	1	1	1	1	1	11.6025405871	1	1	1	1
346	6	1	1	18	1	1	12489.2912041	12513.1762503	1	1	1	1	1	9.05258283491	1	1	1	1
347	7	1	1	18	1	1	12513.3309	12509.8697365	1	1	1	1	1	12.738698676	1	1	1	1
348	8	1	1	18	1	1	12513.8570856	12510.0945308	1	1	1	1	1	8.67087753445	1	1	1	1
349	9	1	1	18	1	1	12483.4323733	12509.3509094	1	1	1	1	1	12.3756489825	1	1	1	1
350	10	1	1	18	1	1	12502.8512593	12499.8106839	1	1	1	1	1	8.25590334271	1	1	1	1
351	1	1	2	18	1	1	12524.8141318	12505.8899493	1	1	1	1	1	9.16751829614	1	1	1	1
352	2	1	2	18	1	1	12528.1086618	12493.3297089	1	1	1	1	1	9.45018008803	1	1	1	1
353	3	1	2	18	1	1	12500.1296217	12508.6826071	1	1	1	1	1	11.5815141937	1	1	1	1
354	4	1	2	18	1	1	12523.2824905	12498.8252117	1	1	1	1	1	7.63913591895	1	1	1	1
355	5	1	2	18	1	1	12508.4302569	12486.3455506	1	1	1	1	1	9.34999322958	1	1	1	1
356	6	1	2	18	1	1	12520.9168964	12486.1934595	1	1	1	1	1	10.2890721505	1	1	1	1
357	7	1	2	18	1	1	12515.9922921	12499.0714195	1	1	1	1	1	9.1198665549	1	1	1	1
358	8	1	2	18	1	1	12508.3886157	12495.0389237	1	1	1	1	1	8.46698547506	1	1	1	1
359	9	1	2	18	1	1	12518.4562774	12494.7157126	1	1	1	1	1	10.3158182336	1	1	1	1
360	10	1	2	18	1	1	12526.8412062	12506.0674115	1	1	1	1	1	12.2818668169	1	1	1	1
361	1	1	1	19	1	1	12508.9647698	12479.6791549	1	1	1	1	1	10.1773580236	1	1	1	1
362	2	1	1	19	1	1	12500.5966199	12509.3816999	1	1	1	1	1	9.53673364989	1	1	1	1
363	3	1	1	19	1	1	12493.889494	12503.1540386	1	1	1	1	1	7.83542755615	1	1	1	1
364	4	1	1	19	1	1	12503.1955348	12523.6342428	1	1	1	1	1	11.7868820994	1	1	1	1
365	5	1	1	19	1	1	12510.0450604	12495.8961035	1	1	1	1	1	11.6669102196	1	1	1	1
366	6	1	1	19	1	1	12481.0320817	12495.8807789	1	1	1	1	1	13.9548824721	1	1	1	1
367	7	1	1	19	1	1	12501.3323231	12495.2299203	1	1	1	1	1	9.12179430912	1	1	1	1
368	8	1	1	19	1	1	12477.4810574	12484.0404578	1	1	1	1	1	11.9054257056	1	1	1	1
369	9	1	1	19	1	1	12487.0981818	12495.0005908	1	1	1	1	1	11.0164765212	1	1	1	1
370	10	1	1	19	1	1	12489.3967392	12503.4046832	1	1	1	1	1	10.0101994436	1	1	1	1
371	1	1	2	19	1	1	12505.4856099	12503.7916535	1	1	1	1	1	8.15923966134	1	1	1	1
372	2	1	2	19	1	1	12526.0078716	12490.0023573	1	1	1	1	1	8.84880614513	1	1	1	1
373	3	1	2	19	1	1	12505.3930129	12502.3975759	1	1	1	1	1	8.96323424058	1	1	1	1
374	4	1	2	19	1	1	12518.2969724	12513.0597586	1	1	1	1	1	7.70798073398	1	1	1	1
375	5	1	2	19	1	1	12519.0712822	12494.0891293	1	1	1	1	1	9.99647045548	1	1	1	1
376	6	1	2	19	1	1	12521.755385	12502.2510519	1	1	1	1	1	7.88999161885	1	1	1	1
377	7	1	2	19	1	1	12515.9128217	12473.4083948	1	1	1	1	1	11.7677220066	1	1	1	1
378	8	1	2	19	1	1	12512.8814885	12502.7071383	1	1	1	1	1	12.9395963145	1	1	1	1
379	9	1	2	19	1	1	12517.907968	12501.4503199	1	1	1	1	1	9.27680301459	1	1	1	1
380	10	1	2	19	1	1	12498.5568079	12487.8451422	1	1	1	1	1	9.56142665459	1	1	1	1
381	1	1	1	20	1	1	12516.8122876	12490.3269313	1	1	1	1	1	11.5642642244	1	1	1	1
382	2	1	1	20	1	1	12510.2594849	12493.3141652	1	1	1	1	1	9.63918179529	1	1	1	1
383	3	1	1	20	1	1	12493.131523	12498.7075328	1	1	1	1	1	15.6427175624	1	1	1	1
384	4	1	1	20	1	1	12494.4950731	12506.4870126	1	1	1	1	1	9.14161203999	1	1	1	1
385	5	1	1	20	1	1	12522.1193363	12488.9154674	1	1	1	1	1	12.0598572867	1	1	1	1
386	6	1	1	20	1	1	12485.5251423	12510.4172814	1	1	1	1	1	14.8707761409	1	1	1	1
387	7	1	1	20	1	1	12509.686948	12487.8778364	1	1	1	1	1	8.86065081341	1	1	1	1
388	8	1	1	20	1	1	12520.8336692	12503.0928738	1	1	1	1	1	11.094550418	1	1	1	1
389	9	1	1	20	1	1	12489.1681774	12507.8148508	1	1	1	1	1	9.81760345987	1	1	1	1
390	10	1	1	20	1	1	12510.7369892	12516.5272245	1	1	1	1	1	9.46090838454	1	1	1	1
391	1	1	2	20	1	1	12509.5480196	12483.8501362	1	1	1	1	1	12.4833705909	1	1	1	1
392	2	1	2	20	1	1	12510.5535912	12480.2878572	1	1	1	1	1	11.6546989773	1	1	1	1
393	3	1	2	20	1	1	12516.8029023	12502.7461417	1	1	1	1	1	9.00756672664	1	1	1	1
394	4	1	2	20	1	1	12516.6888948	12507.5249061	1	1	1	1	1	10.1954536388	1	1	1	1
395	5	1	2	20	1	1	12530.3506351	12505.6956339	1	1	1	1	1	11.6075106895	1	1	1	1
396	6	1	2	20	1	1	12526.4288208	12513.4122136	1	1	1	1	1	10.3402585485	1	1	1	1
397	7	1	2	20	1	1	12533.5609007	12499.1182465	1	1	1	1	1	11.5571368261	1	1	1	1
398	8	1	2	20	1	1	12514.7992274	12491.9564423	1	1	1	1	1	8.91216316235	1	1	1	1
399	9	1	2	20	1	1	12516.5998441	12500.3078524	1	1	1	1	1	10.4756570845	1	1	1	1
400	10	1	2	20	1	1	12525.0135821	12500.1264922	1	1	1	1	1	11.8317894039	1	1	1	1
401	1	1	1	21	1	1	12508.8569822	12497.9656776	1	1	1	1	1	9.64961844105	1	1	1	1
402	2	1	1	21	1	1	12521.201743	12477.0787664	1	1	1	1	1	9.61320026635	1	1	1	1
403	3	1	1	21	1	1	12506.7596768	12527.9699262	1	1	1	1	1	8.55284870178	1	1	1	1
404	4	1	1	21	1	1	12503.9500772	12494.6233028	1	1	1	1	1	10.4372380137	1	1	1	1
405	5	1	1	21	1	1	12502.0247884	12502.366132	1	1	1	1	1	10.026806529	1	1	1	1
406	6	1	1	21	1	1	12498.8522369	12493.8229162	1	1	1	1	1	9.71878700808	1	1	1	1
407	7	1	1	21	1	1	12509.1519793	12505.6888576	1	1	1	1	1	8.06413465608	1	1	1	1
408	8	1	1	21	1	1	12501.5267486	12502.1400698	1	1	1	1	1	7.86505609137	1	1	1	1
409	9	1	1	21	1	1	12505.8074379	12511.8845429	1	1	1	1	1	10.4573310058	1	1	1	1
410	10	1	1	21	1	1	12504.6573271	12502.5793725	1	1	1	1	1	10.2359986526	1	1	1	1
411	1	1	2	21	1	1	12527.7002578	12495.5841324	1	1	1	1	1	9.14172673533	1	1	1	1
412	2	1	2	21	1	1	12520.5024562	12500.3724423	1	1	1	1	1	13.1071015097	1	1	1	1
413	3	1	2	21	1	1	12496.4016797	12481.437746	1	1	1	1	1	12.0436202097	1	1	1	1
414	4	1	2	21	1	1	12510.6837606	12500.2429203	1	1	1	1	1	7.30081341971	1	1	1	1
415	5	1	2	21	1	1	12510.5936132	12497.6181108	1	1	1	1	1	9.63632182997	1	1	1	1
416	6	1	2	21	1	1	12516.6083188	12494.5731237	1	1	1	1	1	6.60929255252	1	1	1	1
417	7	1	2	21	1	1	12519.5281659	12516.5786861	1	1	1	1	1	8.76970256891	1	1	1	1
418	8	1	2	21	1	1	12516.2289525	12498.7063476	1	1	1	1	1	7.57707810045	1	1	1	1
419	9	1	2	21	1	1	12519.5941698	12499.2031241	1	1	1	1	1	8.54824149116	1	1	1	1
420	10	1	2	21	1	1	12515.8143443	12512.4960737	1	1	1	1	1	11.6838701248	1	1	1	1
421	1	1	1	22	1	1	12490.2489779	12479.0384843	1	1	1	1	1	11.0177915635	1	1	1	1
422	2	1	1	22	1	1	12507.4951837	12507.357833	1	1	1	1	1	9.04831062961	1	1	1	1
423	3	1	1	22	1	1	12500.4479005	12511.2834324	1	1	1	1	1	10.7500685637	1	1	1	1
424	4	1	1	22	1	1	12506.8616111	12496.7785549	1	1	1	1	1	6.77909888578	1	1	1	1
425	5	1	1	22	1	1	12517.302423	12503.7461655	1	1	1	1	1	8.91234409863	1	1	1	1
426	6	1	1	22	1	1	12506.2841058	12475.7864004	1	1	1	1	1	7.83649318251	1	1	1	1
427	7	1	1	22	1	1	12496.2049629	12507.4939791	1	1	1	1	1	7.97693190944	1	1	1	1
428	8	1	1	22	1	1	12498.3246665	12491.361101	1	1	1	1	1	9.15968286894	1	1	1	1
429	9	1	1	22	1	1	12499.6935325	12485.0008738	1	1	1	1	1	10.1067683158	1	1	1	1
430	10	1	1	22	1	1	12495.2582609	12497.9582407	1	1	1	1	1	11.3251391444	1	1	1	1
431	1	1	2	22	1	1	12532.0843901	12491.3109039	1	1	1	1	1	12.3096566746	1	1	1	1
432	2	1	2	22	1	1	12515.6728791	12481.084595	1	1	1	1	1	10.4457590169	1	1	1	1
433	3	1	2	22	1	1	12526.8278052	12513.6999084	1	1	1	1	1	10.1461093652	1	1	1	1
434	4	1	2	22	1	1	12533.836416	12505.75728	1	1	1	1	1	11.0874258361	1	1	1	1
435	5	1	2	22	1	1	12519.9125187	12504.0640151	1	1	1	1	1	8.23921867469	1	1	1	1
436	6	1	2	22	1	1	12498.3620506	12490.9937499	1	1	1	1	1	11.4148940617	1	1	1	1
437	7	1	2	22	1	1	12508.2612605	12500.4913151	1	1	1	1	1	7.68943349971	1	1	1	1
438	8	1	2	22	1	1	12524.9659273	12494.9117253	1	1	1	1	1	11.2523733533	1	1	1	1
439	9	1	2	22	1	1	12514.1401346	12506.5398198	1	1	1	1	1	10.2007684019	1	1	1	1
440	10	1	2	22	1	1	12507.278511	12505.2509552	1	1	1	1	1	10.0355440313	1	1	1	1
441	1	1	1	23	1	1	12508.5604717	12505.254025	1	1	1	1	1	9.22426330498	1	1	1	1
442	2	1	1	23	1	1	12505.4766368	12503.3507048	1	1	1	1	1	9.63327887114	1	1	1	1
443	3	1	1	23	1	1	12498.9616363	12491.9582585	1	1	1	1	1	9.59420434531	1	1	1	1
444	4	1	1	23	1	1	12507.8013844	12500.3255179	1	1	1	1	1	11.9735399917	1	1	1	1
445	5	1	1	23	1	1	12525.7598014	12501.9098222	1	1	1	1	1	8.50846200985	1	1	1	1
446	6	1	1	23	1	1	12496.2285097	12501.0119577	1	1	1	1	1	7.27008027607	1	1	1	1
447	7	1	1	23	1	1	12506.9305779	12508.9692618	1	1	1	1	1	10.550708437	1	1	1	1
448	8	1	1	23	1	1	12498.7057437	12504.1611079	1	1	1	1	1	6.54256234432	1	1	1	1
449	9	1	1	23	1	1	12498.2393382	12502.9819404	1	1	1	1	1	7.1122619438	1	1	1	1
450	10	1	1	23	1	1	12506.2987863	12510.3325209	1	1	1	1	1	6.85588395006	1	1	1	1
451	1	1	2	23	1	1	12523.4098359	12482.0819127	1	1	1	1	1	9.93996870909	1	1	1	1
452	2	1	2	23	1	1	12523.174184	12505.3400591	1	1	1	1	1	13.0991906343	1	1	1	1
453	3	1	2	23	1	1	12517.6375992	12479.8520562	1	1	1	1	1	10.1575578199	1	1	1	1
454	4	1	2	23	1	1	12522.1566122	12496.4823424	1	1	1	1	1	13.1946475174	1	1	1	1
455	5	1	2	23	1	1	12535.4958419	12484.2530621	1	1	1	1	1	10.91015185	1	1	1	1
456	6	1	2	23	1	1	12530.1950268	12495.5692509	1	1	1	1	1	8.49284329536	1	1	1	1
457	7	1	2	23	1	1	12489.106931	12488.5883357	1	1	1	1	1	11.3779097484	1	1	1	1
458	8	1	2	23	1	1	12530.0539313	12524.9905665	1	1	1	1	1	12.1721509134	1	1	1	1
459	9	1	2	23	1	1	12527.9621471	12496.9155934	1	1	1	1	1	8.41028644132	1	1	1	1
460	10	1	2	23	1	1	12527.6360337	12515.2071562	1	1	1	1	1	11.8602834002	1	1	1	1
461	1	1	1	24	1	1	12510.0581353	12525.0728357	1	1	1	1	1	10.4090276251	1	1	1	1
462	2	1	1	24	1	1	12498.5991306	12495.9487212	1	1	1	1	1	8.64631250583	1	1	1	1
463	3	1	1	24	1	1	12496.1536825	12506.5548592	1	1	1	1	1	7.93300243776	1	1	1	1
464	4	1	1	24	1	1	12499.9779674	12515.1511276	1	1	1	1	1	8.35540335882	1	1	1	1
465	5	1	1	24	1	1	12505.0138694	12491.2132072	1	1	1	1	1	13.0899843167	1	1	1	1
466	6	1	1	24	1	1	12499.715042	12500.8755229	1	1	1	1	1	6.38794460495	1	1	1	1
467	7	1	1	24	1	1	12502.2987896	12510.7791659	1	1	1	1	1	9.57220643126	1	1	1	1
468	8	1	1	24	1	1	12495.5318266	12498.324934	1	1	1	1	1	7.0099171581	1	1	1	1
469	9	1	1	24	1	1	12502.3194669	12491.4466642	1	1	1	1	1	10.2404624256	1	1	1	1
470	10	1	1	24	1	1	12492.7356413	12503.1017212	1	1	1	1	1	9.31784874398	1	1	1	1
471	1	1	2	24	1	1	12510.0514754	12498.8563664	1	1	1	1	1	9.69848292799	1	1	1	1
472	2	1	2	24	1	1	12505.9312416	12495.5842371	1	1	1	1	1	10.0207050134	1	1	1	1
473	3	1	2	24	1	1	12522.2178014	12489.105998	1	1	1	1	1	8.21805453433	1	1	1	1
474	4	1	2	24	1	1	12513.1764344	12487.9327932	1	1	1	1	1	8.08767704511	1	1	1	1
475	5	1	2	24	1	1	12515.2828688	12485.9916899	1	1	1	1	1	6.54400886114	1	1	1	1
476	6	1	2	24	1	1	12515.9520825	12515.7541046	1	1	1	1	1	7.03621706993	1	1	1	1
477	7	1	2	24	1	1	12512.4304533	12493.4794391	1	1	1	1	1	10.8180661477	1	1	1	1
478	8	1	2	24	1	1	12531.5910556	12498.2659479	1	1	1	1	1	10.6131788919	1	1	1	1
479	9	1	2	24	1	1	12515.3932955	12500.5590925	1	1	1	1	1	10.3120376149	1	1	1	1
480	10	1	2	24	1	1	12507.8791734	12509.1833363	1	1	1	1	1	9.16538086524	1	1	1	1
481	1	1	1	25	1	1	12508.1671599	12511.9094717	1	1	1	1	1	12.118425028	1	1	1	1
482	2	1	1	25	1	1	12508.6655195	12493.1977632	1	1	1	1	1	11.3778408637	1	1	1	1
483	3	1	1	25	1	1	12483.8515863	12499.0336051	1	1	1	1	1	9.35381819104	1	1	1	1
484	4	1	1	25	1	1	12490.7931913	12490.8757891	1	1	1	1	1	10.9899637754	1	1	1	1
485	5	1	1	25	1	1	12529.7036393	12501.9982831	1	1	1	1	1	11.3518509204	1	1	1	1
486	6	1	1	25	1	1	12499.8469728	12502.178514	1	1	1	1	1	7.4287151432	1	1	1	1
487	7	1	1	25	1	1	12505.5975803	12504.761868	1	1	1	1	1	9.60255618184	1	1	1	1
488	8	1	1	25	1	1	12496.9165091	12491.7446833	1	1	1	1	1	10.5446383349	1	1	1	1
489	9	1	1	25	1	1	12499.0215097	12493.9012694	1	1	1	1	1	6.67616488328	1	1	1	1
490	10	1	1	25	1	1	12514.8910028	12489.3143803	1	1	1	1	1	12.776338854	1	1	1	1
491	1	1	2	25	1	1	12529.4284919	12494.8440219	1	1	1	1	1	11.5158993771	1	1	1	1
